text,source,doc_type
"Version updated 20 March 2025 
consent preferences you have provided the FirstRand group of companies (including opt -ins and opt -outs). We will 
provide you with notification of this transfer of personal information and information. 
24.  FACTUAL REPRESENTATIONS 
• By entering into these Standard T & Cs , you admit that no reliance is placed , on any warranties, representations, 
disclosures or expressions of opinion which were not included in these Standard T&Cs. 
 
• We shall not be held responsible for any errors or discrepancies in respect of any information provided in respect 
of any consumer goods prior to the conclusion of these Standard T&Cs. 
25.     ERRORS AND OMMISSIONS 
• We reserve the right in our discretion to alter, modify, upgrade, update, suspend or withdraw any advertisements, any 
advice or information provided by our interfaces or other vendors of our solutions.",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"advice or information provided by our interfaces or other vendors of our solutions. 
 
• We will not be held responsible for any errors or discrepancies in the information provided. We strive to keep 
our information up to date and it is to our , and our vendor’s, best knowledge that the information contained 
herein is correct, however we will not be held responsible if an error is found. 
26. MISCELLANEOUS MATTERS 
• While we may give you extra time to comply with your obligations or decide not to exercise some of our rights, you must 
not assume that this means that these Standard T&Cs changed or that it no longer applies to you. We can still insist on 
the strict application of any or all our rights at a later stage. 
• Every clause of these Standard T&Cs  is severable from the others. If one or more of the clauses is invalid , it will not 
mean the rest of these Standard T&Cs are invalid. The rest of these Standard T&Cs will still apply.",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"mean the rest of these Standard T&Cs are invalid. The rest of these Standard T&Cs will still apply. 
• If you live or are registered outside the common monetary area (South Africa, Namibia, eSwatini, and Lesotho) additional 
rules may apply to you. 
• For purposes of interpreting these Standard T&Cs, any reference to us includes our successors and assigns, and any of 
our officers, agents, staff and authorised representatives acting on our authority. 
• Our relationship and these Standard T&Cs are governed by the law of the country where the entity in the FirstRand group 
of companies, who is providing you with the relevant solution, is incorporated. 
• Any reference to 'days' shall be construed as a reference to calendar days. The term ‘business day’ shall mean a weekday 
from Monday to Friday excluding any official public holiday. 
• Any number of days prescribed shall be determined by excluding the first and including the last day or, where the last",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"from Monday to Friday excluding any official public holiday. 
• Any number of days prescribed shall be determined by excluding the first and including the last day or, where the last 
day falls on a Saturday, Sunday or public holiday, the next business day. 
• We may in our sole discretion require the signature of any agreement, any amendments or any other documents by way 
of an ‘electronic signature' (as defined in the relevant legislation) provided to you or another method of electronic signature 
notified to you by us.  
• The rule of interpretation that a contract will be interpreted against the party responsible for the drafting or preparation of 
a contract will not apply to these Standard T&Cs. 
• A reference to any statutory enactment or any specific section thereof shall be construed as a reference to that enactment 
as amended or substituted from time to time and to the relevant replacement section in any amended or substituted 
enactment.",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"as amended or substituted from time to time and to the relevant replacement section in any amended or substituted 
enactment. 
27. FINANCIAL ADVISORY AND INTERMEDIARY SERVICES ACT 37 OF 2002 “FAIS” – REGULATORY 
DISCLOSURES - THE FOLLOWING IS APPLICABLE TO SOUTH AFRICA ONLY.",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"Version updated 20 March 2025 
Full name, registration number and 
FSP Number 
1. First National Bank a division of FirstRand Bank Limited 
Registration No. 1929/001225/06 (FNB). FSP No. 3071.  
2. FNB Financial Advisory, a business unit of First National Bank, 
a division of FirstRand Bank Limited. Registration No. 
1929/001225/06. FSP No. 3075. 
3. FNB Premium, a segment of First National Bank, a division of 
FirstRand Bank Limited. Registration No. 1929/001225/06. 
FSP No. 624. 
4. FNB Commercial which is part of FNB a division of FirstRand 
Bank Limited. Registration No. 1929/001225/06. FSP No. 
20081. 
5. FNB Fiduciary (Pty) Ltd. Registration No. 1986/003488/07. 
FSP No. 574. 
6. FNB Stockbroking and Portfolio Management (Pty) Ltd. 
Registration No. 1996/011732/07. FSP No. 182. 
7. WesBank, a division of FirstRand Bank Limited. Registration 
No. 1929/001225/06. FSP No. 19233. 
8. Direct Axis SA (Pty) Ltd. Registration No. 1995/006077/07. 
FSP No. 7249.",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"7. WesBank, a division of FirstRand Bank Limited. Registration 
No. 1929/001225/06. FSP No. 19233. 
8. Direct Axis SA (Pty) Ltd. Registration No. 1995/006077/07. 
FSP No. 7249. 
9. Direct Axis SA (Pty) Ltd. Registration No. 1995/006077/07 
FSP No. 5. 
10. The Engine Room Direct Solutions (Pty) Ltd. Registration No. 
2009/005040/07. FSP No. 45528. 
11. Motorite Administrators (Pty) Ltd. Registration No. 
1997/000637/07. FSP No. 9140. 
12. Small Area Repair Technology Underwriting Managers (Pty) 
Ltd. Registration No. 1999/016066/07. FSP No. 9861. 
13. FNB Investor Services (Pty) Ltd. Registration No. 
2011/139123/07. FSP No. 44341. 
14. First Risk and Advisory Services (Pty) Ltd t/a FNB Brokers 
Registration No. 2022/755819/0.7 FSP No. 52961. 
15. Rand Merchant Bank, a division of FirstRand Bank Limited 
Registration No. 1929/001225/06 (RMB). FSP No. 664. 
16. Pointbreak Wealth Management (Pty) Ltd. Registration No. 
2000/429. FSP No. 18470",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"Registration No. 1929/001225/06 (RMB). FSP No. 664. 
16. Pointbreak Wealth Management (Pty) Ltd. Registration No. 
2000/429. FSP No. 18470 
17. Pointbreak Investment Management (Pty) Ltd. Registration 
No. 2007/016805/07. FSP No. 34381. 
Physical and Postal Address 4 Merchant Place, Fredman Drive, Sandton, 2196 
Contact details for general enquiries  Tel – 0860 11 22 44/ +27 11 369 1088 (International) website - 
www.fnb.co.za  
Compliance Department  fscacompliance@firstrand.co.za 
FAIScompliance@fnb.co.za 
Complaints  Tel – 087 575 9408  
Email – care@fnb.co.za  
 
• Certain impacted entities within FirstRand Limited are approved as FAIS Category I, II and III licensees. These 
impacted entities within FirstRand Limited are accordingly authorised by the Financial Sector Conduct Authority to 
provide FAIS financial services for the financial products approved in these license categories. A list of the approved 
financial products sub-categories may be obtained on www.fsca.co.za.",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"provide FAIS financial services for the financial products approved in these license categories. A list of the approved 
financial products sub-categories may be obtained on www.fsca.co.za. 
• We declare that the impacted entities in the FirstRand group of companies:  
o holds the prescribed professional indemnity insurance.  
o earns commission or remuneration, according to the Long-Term and Short-Term Insurance Acts.",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"Version updated 20 March 2025 
o performs binder and outsourcing functions for FirstRand Life Assurance Limited and other insurers and 
receive binder and outsourcing fees for doing this.  
o takes responsibility for the actions of its authorised representatives as far as they are providing financial 
services (some of whom may be providing FAIS financial services under supervision).  
 
Entities in the FirstRand group of companies may be Financial Services Providers (FSPs) in terms of section 3A(2)(a) of the 
FAIS General Code of Conduct and are required to have a conflict -of-interest policy and complaints management policy. A 
copy of the FirstRand Conflict of Interest Management Policy Statement and FirstRand Complaints Management Framework, 
that also covers these FSPs, can be found on the FirstRand Limited website at https://www.firstrand.co.za/investors/esg -
resource-hub/policies-and-practices/.",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"that also covers these FSPs, can be found on the FirstRand Limited website at https://www.firstrand.co.za/investors/esg -
resource-hub/policies-and-practices/. 
 
Certain financial institutions within the FirstRand group of companies are licensed Financial Services Providers (FSPs). These 
FSPs provide solutions which are financial products and services regulated under the FAIS Act but also provide non-financial 
products and services which are not afforded the protection of the FAIS Act. These non -financial products and services may 
be regulated by other legislation. Please engage us if you are not sure what law applies to your solution with us. 
 
FAIS Ombud 
• The contact details of the FAIS Ombud are published on our website at www.fnb.co.za and the rules. You can also 
contact us on 0860 11 22 44 to get this information.  
• You can request assistance from the FAIS Ombud if you believe that your complaint has not been resolved",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"contact us on 0860 11 22 44 to get this information.  
• You can request assistance from the FAIS Ombud if you believe that your complaint has not been resolved 
satisfactorily by us within 6 weeks of lodging your complaint. You need to refer the dispute to the FAIS Ombud within 
6 months of the issue remaining unresolved with the entity in the FirstRand group of companies.  
 
28. COMPLAINTS – THE FOLLOWING IS ONLY APPLICABLE TO SOUTH AFRICA 
The following additional ombuds and regulators may be useful to you. Their contact details are available on their websites 
and on our websites, Apps and branches.  
 
Consumer Goods and Services Ombud  
https://www.cgso.org.za/cgso/contact-us/ 
  
The National Credit Regulator   
https://www.ncr.org.za/index.php/contact-us/ncr-
contancts 
National Financial Ombud Scheme South Africa NPC  
https://nfosa.co.za/contact-us/ 
 
The Information Regulator (South Africa)  
https://inforegulator.org.za/contact-us/ 
 
 
The National Consumer Commission",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"https://nfosa.co.za/contact-us/ 
 
The Information Regulator (South Africa)  
https://inforegulator.org.za/contact-us/ 
 
 
The National Consumer Commission 
https://www.thencc.gov.za/contacts 
The Johannesburg Stock Exchange 
https://www.jse.co.za/contact-us 
The Independent Communications Authority South Africa 
consumer@icasa.org.za. 
Advertising Regulatory Board 
https://www.arb.org.za/contacts.html 
 
29. CURRENCY AND PAYMENT RISK 
• All exchange rate, currency fluctuation, volatility risk and losses arising from any cause will be for your account. 
• Any foreign or cross border transaction or purchase, or transaction involving or referencing foreign currency (regardless 
of the interface or channel or method of payment) could result in VERY SIGNIFICANT UNFORESEEN additional costs, 
charges or losses and risks (over which we have no control), which you or we might not be aware of, or which might not",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"charges or losses and risks (over which we have no control), which you or we might not be aware of, or which might not 
be disclosed by a third party or anyone to you before you approve or make  payment.  Before making payment, you 
should determine whether the proposed transacti on involves or references any foreign currency, has a cross border 
component, whether the third party that will get paid is a foreign national and what additional costs and charges will be 
incurred and what the risks are. You hereby agree that you understand these risks and you agree to pay to us on demand",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"Version updated 20 March 2025 
all such additional costs, charges and  make good any losses, regardless of whether you had knowledge of such 
additional costs, charges or losses. 
• You understand and confirm that transactions may be delayed, blocked and/or cancelled for reasons that are outside of 
our control and you indemnify us against and holds it harmless from all demands, claims, actions, losses, costs and 
damages of whatever nature that may be brought against us as a result thereof. This includes reasons such as the local 
or international laws or policies that apply to the transactions. 
• We will make every effort to process orders placed via the various interfaces or channels available without any delay. 
However, you understand that delays can sometimes occur due to applicable local or international laws or policies that 
apply to transactions; technical problems and/or matters out of our control and hereby holds it harmless from all demands,",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"apply to transactions; technical problems and/or matters out of our control and hereby holds it harmless from all demands, 
claims, actions, losses, costs and damages of whatever nature that may be brought against us as a result thereof. If a 
payment interface or channel is no longer available or cannot be used for any reason and a different interface or channel 
needs to be used, we will not be liable for any losses, failures or delays caused thereby. 
• We uses reasonable care and skill in providing the solutions to facilitate the dealing in foreign currency; however, we do 
not warrant that access to these solutions shall be continuous and/or error free. 
 
30. PREVENTION OF TAX CRIMES 
• The FirstRand group of companies endeavours to stop or prevent any criminal activities in relation to tax crimes such as 
tax evasion, tax fraud, illegitimate tax avoidance and the circumvention of tax reporting. We are also required to manage",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"tax evasion, tax fraud, illegitimate tax avoidance and the circumvention of tax reporting. We are also required to manage 
our tax risk exposure, including reputational risk, in a responsible manner. To manage tax risk appropriately, we identify 
and monitor any tax risk that our business relationships may pose to us on an ongoing basis.  
• In accordance with the law and any International Agreement administered under the law, any of the companies within 
the FirstRand group of companies may be required by legislation or by agreement with tax authorities to obtain tax 
information and report certain information about you, related persons or parties or your relationship with us, including 
information about your transactions and solutions:  
o to the South African Revenue Services (SARS)  (for South Africa)  or other tax authority who will then report 
directly to the tax authorities in other countries (where we reasonably think or are required to presume or where",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"directly to the tax authorities in other countries (where we reasonably think or are required to presume or where 
you have specifically indicated that you are subject to tax or might have a reporting obligation); 
o to any other relevant tax authority. 
• If we are required to report information about you, related persons or parties or your relationship with us (or both), we 
may also need you to give us further information, documents or certifications about your identity, tax residence, 
citizenship, nationality and residency status. The obtaining of such information may be limited to certain transactions or 
solutions in accordance with the relevant tax laws.  
• If we are required to report information about your transactions, solutions  or that of related persons or parties, you agree 
to provide additional information and documents that we need.  Failure to provide this information may result in restrictions",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"to provide additional information and documents that we need.  Failure to provide this information may result in restrictions 
on the account activation/opening or may be required to limit/freeze any transac tions on account(s) and in addition, the 
information may be reported to SARS (for South Africa) or other tax or revenue authorities who may in turn levy penalties. 
Furthermore, where tax information is not provided in respect of certain transactions, withholding taxes at the maximum 
withholding rate may be applied.  
• In the case of tax evasion, tax fraud, suspected tax evasion/fraud, illegitimate tax avoidance and the circumvention of tax 
reporting, or where required by the law, we can freeze or close your solutions, or we can refuse to carry out any instruction 
or transaction without notice to you. Tax evasion/fraud or suspected tax evasion/fraud includes (but is not limited to)",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"or transaction without notice to you. Tax evasion/fraud or suspected tax evasion/fraud includes (but is not limited to) 
instances where you receive tax refunds th rough misrepresentation; you allow your solution to be used by a third party 
for fraudulent tax purp oses such as a mule account or you provide false information to us. You agree to assist us to 
comply with tax laws by providing us with all the information and documents we require. If you fail to do so or provide 
false or inadequate information, we can re fuse to enter into a relationship with you, refuse to carry out an instruction 
(including an instruction to transfer available funds and close a solution), suspend access to your participation in and the 
use of any rewards and/or customer benefits associat ed with any solution, restrict access to your solution by placing a 
hold on your solution and can also terminate our relationship with you.",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"Version updated 20 March 2025 
PLEASE NOTE that we will not be liable to you for any loss you may suffer because of our compliance with legislation 
or agreements with tax authorities.  
 
31. DEPOSIT INSURANCE 
Qualifying products held with FirstRand Bank Limited may fall within qualifying deposits covered by the Corporation for Deposit 
Insurance (CODI) up to the limit of cover and if held by a qualifying depositor, as specified in the Deposit Insurance Regulations 
made in terms of the Financial Sector Regulation Act 9 of 2017. Yo u may access more information on deposit insurance and 
CODI on the webpage of the South African Reserve Bank. Further information about qualifying deposits and qualifying 
depositors can be found on our websites.",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"FNB GENERAL TERMS AND CONDITIONS 
1. THIS DOCUMENT RECORDS YOUR AND OUR AGREEMENT 
 This agreement will apply to you if you are an individual and you have any account with First National Bank.  
 This agreement sets out the general terms & conditions that apply to your and our relationship.  
 You can do your banking  or get information about your account  using different banking channels.  We may also provide you with payment 
mechanisms like a cheque book, a debit, cheque or petrol card so you can transact on your ac count. From time to time we may also make other 
services available to you. All of the above (banking channels, access mechanisms and services) are governed by their own rules. These rules will 
also apply to you if you use these products/services .  To fully  understand your and our rights and duties, you must read this agreement together 
with those rules. You must contact us if you don’t understand any part of the rules.",C:\Users\l\Documents\Banking-rag\data\product_terms\Terms_and_Conditions_FNB_General.pdf,product_terms
"with those rules. You must contact us if you don’t understand any part of the rules.  
 If there is a conflict (difference) between this agreement and the rules, the rules will apply. 
 We can change this agreement or any of the rules  at any time. We will tell you about any significant ( important) changes to this agreement or the 
rules before we make the change. Unless you end the agreement before the date the change comes into effect (applies), we can assume that you 
agreed to the change. 
 The words “you” or “your” means the account holder and any person the account holder allows to operate on the account. 
 The words “us”, “our”, “we” or “the bank” only refers to First National Bank.  
2. FEES YOU MUST PAY US 
 In return for providing you with banking products and services you must pay our fees as set out in the rules and  in FNB’s latest Pricing Guide. (A 
copy is available on www.fnb.co.za or from any FNB branch.)",C:\Users\l\Documents\Banking-rag\data\product_terms\Terms_and_Conditions_FNB_General.pdf,product_terms
"copy is available on www.fnb.co.za or from any FNB branch.)  
 Unless we say otherwise all fees are non-refundable.  
 We may change our fees from time to time.  We will advise you of this by giving you notice of the changes within a reasonable  time before the 
change takes effect. 
3. WHEN AND HOW WE WILL SEND YOU STATEMENTS 
 To help you to check the transactions on your account we may make account statements available to you or you can go to any FNB branch and 
ask for a statement. You must check your statements. Statements are not sent out on certain accounts. 
 We may either make your statements available electronically (e.g. on online banking) or we may send you your statements by email or by post. 
 We can charge you an additional fee for statements you request over and above those we normally give our customers.  
 Your statement will show all the transactions on your account for the period written on the statement. Transactions carried out, but not yet paid or",C:\Users\l\Documents\Banking-rag\data\product_terms\Terms_and_Conditions_FNB_General.pdf,product_terms
" Your statement will show all the transactions on your account for the period written on the statement. Transactions carried out, but not yet paid or 
deducted from your account will not appear on your statement 
4. YOU MUST CHECK YOUR STATEMENT CAREFULLY AND REPORT ANY MISTAKES 
 You must check each entry on your statement carefully as soon as you get your statement.  
 You must report any mistakes or transactions done without your permission to us within 30 (thirty) days from the date of the statement. If you don’t 
do this we can assume the entries and transactions shown on the statement were correct or done by you or with your permission. We will not be 
responsible for any loss or damage you suffer because you  didn’t report errors or unauthorised transactions on time . If you receive inContact 
notifications you must report any unauthorised transactions to us within 24 hours to prevent further unauthorized transactions. If y ou don’t do this",C:\Users\l\Documents\Banking-rag\data\product_terms\Terms_and_Conditions_FNB_General.pdf,product_terms
"notifications you must report any unauthorised transactions to us within 24 hours to prevent further unauthorized transactions. If y ou don’t do this 
we can hold you responsible for those transactions.  
5. HOW WE TREAT YOUR PERSONAL INFORMATION 
 We will treat your per sonal information as confidential and take all reasonable steps to protect your personal information. We will only disclose 
your personal information if: 
o the law requires us to do so; 
o it is in the public interest to do so; 
o our interests require disclosure; or 
o you have given us your consent. 
To consider your application for any FNB products or services or maintain a relationship with you, you agree that we may - as part of our checking and 
account maintenance processes – do the following:  
 Get certain of your personal information from any other party (e.g. a credit bureau or a government agency).",C:\Users\l\Documents\Banking-rag\data\product_terms\Terms_and_Conditions_FNB_General.pdf,product_terms
"account maintenance processes – do the following:  
 Get certain of your personal information from any other party (e.g. a credit bureau or a government agency). 
 Disclose some of your personal information to these parties to get the information we need.  If we do this we will never disclose more info rmation 
than we need to.  
6. YOUR AND OUR ADDRESS FOR SENDING CORRESPONDENCE AND LEGAL NOTICES 
 We may communicate with you using any means (electronically, fax, paper).  
 We will send any communications (including statements) to the last postal; street; email address, telephone; cellph one or fax number we have on 
record for you or that is known. We may also communicate with you using our website, our banking channels (online, cellphone,  telephone, ATM 
or our branches) or by means of a publication/advertisement in the media.  
 We will ser ve legal notices and summonses at the last street address we have on record for you. You choose this address as your domicili um",C:\Users\l\Documents\Banking-rag\data\product_terms\Terms_and_Conditions_FNB_General.pdf,product_terms
" We will ser ve legal notices and summonses at the last street address we have on record for you. You choose this address as your domicili um 
address for serving legal notices and summonses.  
 You must send us any legal notices or summonses to the following address, which we choose as our domicilium: FNB Legal, 3rd Floor, No 1 First 
Place, Bank City, Johannesburg 2001. 
 You must immediately tell us if any of your addresses, phone or fax numbers change.  
 You can do this by contacting us, visiting any FNB Branch or by calling our call centre. (If you change your street address, you must give us proof 
of your new address.) It may take up to 7 (seven) days for the change to reflect on our systems.",C:\Users\l\Documents\Banking-rag\data\product_terms\Terms_and_Conditions_FNB_General.pdf,product_terms
" So we can update your records you agree that we may get your addresses and contact numbers from other companies in the FirstRand Limited 
Group. We will only use this information as stated above. 
 Any correspondence we send to you by: 
o post, will be considered to have been received by you within 14 days from the date on which we posted it; 
o by fax, email or SMS, will be considered to have been received by you on the day it was sent, or in the case of a Saturday, S unday or public 
holiday, on the next business day. 
 Any notices or correspondence we make available on our website, our ATM networ k, our branches or in the media will be considered to have 
been received by you on the date it was published. 
7. JURISDICTION AND COSTS 
 We can bring any action against you under this or any other agreement we have with you in the Magistrate’s Court, even if t he amount claimed 
exceeds the jurisdiction of that Court.",C:\Users\l\Documents\Banking-rag\data\product_terms\Terms_and_Conditions_FNB_General.pdf,product_terms
" We can bring any action against you under this or any other agreement we have with you in the Magistrate’s Court, even if t he amount claimed 
exceeds the jurisdiction of that Court. 
 You agree to pay all the expenses we spent in recovering any money you owe us, including, our legal costs on the attorney and client scale; 
collection charges; tracing fees, plus VAT.  Attorney and own client scale means the rates actually charged by our attorneys. These rates may be 
higher than the rates the courts allow.  
8. IF YOU APPOINT OTHER PERSONS TO USE YOUR ACCOUNTS YOU ARE RESPONSIBLE FOR THEIR ACTIONS  
 If you complete the necessary bank form, we will allow another person to use your account.  We refer to these persons as account users.  
 You will be responsible for all debts account users incur including our fees and charges, any overdrawn amounts plus interest on those amounts.  
You will be responsible for anything they do or fail to do.",C:\Users\l\Documents\Banking-rag\data\product_terms\Terms_and_Conditions_FNB_General.pdf,product_terms
"You will be responsible for anything they do or fail to do.   
 There is risk involved in giving another person access to your account. You must consider if restrictions or limits must apply.  
 You must provide correct and up to date information about the account users. You alone are responsible for deciding and checking what rights 
must be given to account users.  
 You can cancel an account user’s rights at any time by completing the required bank forms. You will be liable for all transactions they made before 
you did this, including future dated payments and cheques.  
 The rights you gave to any account user come to an end when you end their authority or where the law says so, such as on your death or if you 
become legally incompetent. 
9. FINANCIAL ADVISORY AND INTERMEDIARY SERVICES ACT 37 OF 2002 “FAIS” – REGULATORY DISCLOSURES 
About the Financial Service Provider “FSP”  
Full name, registration number and  
FSP Number.",C:\Users\l\Documents\Banking-rag\data\product_terms\Terms_and_Conditions_FNB_General.pdf,product_terms
"9. FINANCIAL ADVISORY AND INTERMEDIARY SERVICES ACT 37 OF 2002 “FAIS” – REGULATORY DISCLOSURES 
About the Financial Service Provider “FSP”  
Full name, registration number and  
FSP Number.  
First National Bank (“FNB”), a division of FirstRand Bank Limited Registration No. 1929/001225/06. FSP 
No. 3071 
Physical and Postal Address 6th Floor, 1 First Place, Simmonds Street, Bankcity, 2001 
P O Box 1153, Johannesburg, 2000 
Contact details for general enquiries Tel – 0860 11 22 44/ +27 11 369 1088 (International) 
website- www.fnb.co.za  
Compliance officer Tel – 011 371 7953 
Fax – 011 371 2192 
Complaints  Tel –  0860 11 22 44 
Fax - (011) 632 2317 
Email – care@fnb.co.za 
 FNB is approved as a FAIS Category I, II and III licensee. FNB is duly authorized by the Financial Services Board to provide  FAIS financial  
services in respect of the following financial products: 
 Category I – Advice and Intermediary Services:",C:\Users\l\Documents\Banking-rag\data\product_terms\Terms_and_Conditions_FNB_General.pdf,product_terms
"services in respect of the following financial products: 
 Category I – Advice and Intermediary Services: 
o Long-Term Insurance Categories A, B1,B2 and C; Short-Term Insurance - Personal Commercial Lines; Long and Short Term Deposits, 
Pension Fund Benefits, Securities and Instruments: shares, money market, debentures and securitized debts, warrants, certificates and other 
instruments acknowledging debt, bonds, derivative instruments, participatory interest in Collective investment scheme, foreign currency 
denominated investments instrument, friendly society benefits 
 Category II – intermediary services: 
o Securities and Instruments: shares, money market, debentures and securitized debts, warrants, certificates and other instruments 
acknowledging debt, bonds, derivative instruments, participatory interest in Collective investment scheme, foreign currency denominated 
investments instrument. 
 Category III – intermediary services: 
o Securities and Instruments - Shares",C:\Users\l\Documents\Banking-rag\data\product_terms\Terms_and_Conditions_FNB_General.pdf,product_terms
"investments instrument. 
 Category III – intermediary services: 
o Securities and Instruments - Shares  
FNB does hereby declare the following: 
 FNB holds no financial interest in the product supplier, being “FNB Life”. 
 FNB does hold prescribed professional indemnity insurance. 
 FNB earns commission and/or remuneration, in accordance with the Long Term and Short Term Insurance Acts. 
 It has a written mandate to act for the product supplier, being “FNB Life. 
 The product supplier’s products are provided under a contractual agreement between the product supplier and FNB. 
 FNB takes responsibility for the actions of its authorized representatives insofar as they are providing financial services (some of whom may be 
providing FAIS financial services under supervision).",C:\Users\l\Documents\Banking-rag\data\product_terms\Terms_and_Conditions_FNB_General.pdf,product_terms
" About the Product Supplier  
Full name, registration number and FSP 
number 
FNB Life, a division of Momentum Group Limited (“FNB Life”). Registration No. 1904/002186/06. 
FSP number: 6406 
Physical and Postal Address 267(B) West Avenue, Centurion, 0157 
P O Box 8757, Centurion, 0046 
Contact details for enquiries Tel – 0860 101 202  
Fax – 012 675 3931 
Email – customerservice@fnbinsurance.co.za 
Compliance officer Tel – 082 389 0076 
Fax – 0866 452 578 
Complaints  Tel – 0860 101 202 
Fax – 012 675 3931 
Email – customerservice@fnbinsurance.co.za 
 FNB Life is approved as a FAIS Category 1 and IV licensee. FNB Life is duly authorized by the Financial Services Board to provide  financial 
services  in respect of the following financial products  
 Category I – Advice and Intermediary Services: 
o Long Term Insurance categories A, B1, B2 and C 
o Short-Term Insurance – Personal and Commercial Lines; Short term Deposits, Pension Fund Benefits,",C:\Users\l\Documents\Banking-rag\data\product_terms\Terms_and_Conditions_FNB_General.pdf,product_terms
"o Long Term Insurance categories A, B1, B2 and C 
o Short-Term Insurance – Personal and Commercial Lines; Short term Deposits, Pension Fund Benefits, 
o Securities and Instruments – shares, money market instruments derivative instruments, Participatory interest in Collective investment 
schemes, Health service benefits.  
 Category IV – Advice and Intermediary Services: 
o Long-term Insurance Category A.    
 FNB Life does hereby declare that its products are provided by FNB to FNB customers under an agreement between it and FNB.  
 The contact details of the FAIS Ombud are published on our website at www.fnb.co.za and in our product terms and conditions. You can also 
contact us on 0860 11 22 44 to get this information. You can request assistance from the Ombud if you believe that your complaint has not been 
resolved satisfactorily by us with 6 weeks of lodging your complaint. You need to refer the dispute to the Ombud within 6 months of the issue 
remaining unresolved with FNB.",C:\Users\l\Documents\Banking-rag\data\product_terms\Terms_and_Conditions_FNB_General.pdf,product_terms
"resolved satisfactorily by us with 6 weeks of lodging your complaint. You need to refer the dispute to the Ombud within 6 months of the issue 
remaining unresolved with FNB. 
10. GENERAL 
 You must tell us immediately if you are placed under an administration order, are sequestrated.  
 If your estate is provisionally or finally sequestrated or if you pass away, or become legally incompetent the full amount you owe us will be payable 
and access to the money in your account will be restricted.  
 If we need to take legal action against  you, one of our managers (who do not need to prove his appointment) will produce a certificate, which 
shows the amount you owe us.  If you don’t agree with this certificate, you will have to prove that it is wrong.  
 In the case of fraud, suspected fraud, or where the law forces us, we can freeze or close your account or stop a service without notice to you.",C:\Users\l\Documents\Banking-rag\data\product_terms\Terms_and_Conditions_FNB_General.pdf,product_terms
" In the case of fraud, suspected fraud, or where the law forces us, we can freeze or close your account or stop a service without notice to you.  
 If there is a dispute about any matter or record, our records (certified as correct by any FNB manager whose authority need n ot be proved) will 
serve as prima facie proof. This means it will be treated as correct unless you can prove it is not. 
 Unless we agree to this, you may not cede  (transfer) or pledge (promise) any of your rights or delegate (transfer) any of your duties under your 
and our agreement.  
 While we may give you extra time to comply with your obligations or decide not to exercise some of our rights, you must not a ssume that this 
means that our agreement with you has been changed or that it no longer applies to you. We can still insist on the strict application of any or all of 
our rights at a later stage.",C:\Users\l\Documents\Banking-rag\data\product_terms\Terms_and_Conditions_FNB_General.pdf,product_terms
